,state,enter_price,enter_time,exit_price,ror,fiat_money,비공식환율
142,False,55011.97,2021-04-28,64198000.0,1.0458684561991474,20591572.43778318,1166.982385833483
143,True,63816000.0,2021-05-01,57697.25,1.0458684561991474,20591572.43778318,1106.0492484477163
144,False,57797.35,2021-05-02,67956000.0,1.0558229677553632,21741055.12200978,1175.7632486610544
145,True,42585000.0,2021-05-25,38810.99,1.0558229677553632,21741055.12200978,1097.2407557756192
146,False,38324.72,2021-05-26,46932000.0,1.1108148474804485,24150286.82941932,1224.588203123206
147,True,43744000.0,2021-06-04,39246.78,1.1108148474804485,24150286.82941932,1114.5882541191913
148,False,36829.15,2021-06-05,45429000.0,1.1018701137888025,26610479.296764486,1233.5066109318298
149,True,38495000.0,2021-06-10,37388.05,1.1018701137888025,26610479.296764486,1029.6070535906526
150,False,36677.83,2021-06-11,43282000.0,1.141796411619334,30383749.77251627,1180.0589075198832
151,True,41430000.0,2021-06-14,39020.56,1.141796411619334,30383749.77251627,1061.7479605623291
152,False,40516.28,2021-06-15,44746000.0,1.0363192662836505,31487265.27120009,1104.3955664241635
153,True,37397000.0,2021-06-23,32509.56,1.0363192662836505,31487265.27120009,1150.3385465690708
154,False,31576.09,2021-06-26,40100000.0,1.100328715491718,34646342.15020658,1269.9482424834741
155,True,37152000.0,2021-06-27,32283.65,1.100328715491718,34646342.15020658,1150.7992435799545
156,False,35045.0,2021-07-01,41528000.0,1.0264046042629764,35561165.10384247,1184.9907262091597
157,True,39440000.0,2021-07-04,34669.12,1.0264046042629764,35561165.10384247,1137.6117997803233
158,False,33690.15,2021-07-06,40915000.0,1.0641629758300748,37842875.28088961,1214.449920822555
159,True,39509000.0,2021-07-07,34220.02,1.0641629758300748,37842875.28088961,1154.5580627948202
160,False,33862.11,2021-07-08,39814000.0,1.0152467873138145,38419857.55164054,1175.768432622775
161,True,39069000.0,2021-07-10,33815.81,1.0152467873138145,38419857.55164054,1155.3471586219582
162,False,33502.87,2021-07-11,39801000.0,1.0251460617925559,39385965.66369529,1187.9877753756618
163,True,39633000.0,2021-07-12,34259.0,1.0251460617925559,39385965.66369529,1156.8638897807875
164,False,33086.94,2021-07-13,40194000.0,1.0469519806562435,41235214.761664584,1214.79955535326
165,True,35339000.0,2021-07-22,32144.51,1.0469519806562435,41235214.761664584,1099.3790230431262
166,False,32287.58,2021-07-23,38012000.0,1.067933347193113,44036460.92265132,1177.2947988049893
167,True,37922000.0,2021-07-24,33634.1,1.067933347193113,44036460.92265132,1127.486687617626
168,False,40018.49,2021-07-30,46350000.0,1.024278831246939,45105614.7261048,1158.2146152940802
169,True,45936000.0,2021-07-31,42206.36,1.024278831246939,45105614.7261048,1088.3667769502038
170,False,41461.84,2021-08-01,48570000.0,1.0730814765271288,48401999.649952345,1171.4386047507783
171,True,44950000.0,2021-08-05,39723.17,1.0730814765271288,48401999.649952345,1131.5813919181173
172,False,43794.36,2021-08-09,50956000.0,1.0251933192279081,49621406.67840269,1163.528819692764
173,True,50790000.0,2021-08-10,46248.87,1.0251933192279081,49621406.67840269,1098.188993590546
174,False,45585.0,2021-08-11,52862000.0,1.0527558812343283,52239227.71580881,1159.6358451244928
175,True,52335000.0,2021-08-12,45510.67,1.0527558812343283,52239227.71580881,1149.9501106004373
176,False,44400.06,2021-08-13,52585000.0,1.026841220184559,53641392.32920015,1184.3452463802978
177,True,52078000.0,2021-08-14,47799.99,1.026841220184559,53641392.32920015,1089.4981358782711
178,False,47068.5,2021-08-15,55145000.0,1.072195004990857,57514032.91612328,1171.5903417359805
179,True,54817000.0,2021-08-16,46973.82,1.072195004990857,57514032.91612328,1166.9691755961087
180,False,45901.3,2021-08-17,54638000.0,1.0170715906564016,58495888.94306614,1190.3366571317151
181,True,52674000.0,2021-08-19,44699.37,1.0170715906564016,58495888.94306614,1178.4058701498477
182,False,47674.01,2021-08-25,57627000.0,1.022821304329201,59830841.42664299,1208.7718234736285
183,True,56168000.0,2021-08-26,48973.32,1.022821304329201,59830841.42664299,1146.9101951838265
184,False,46843.86,2021-08-27,57088000.0,1.059552627486941,63393925.238354094,1218.6869314356247
185,True,55255000.0,2021-08-28,49069.9,1.059552627486941,63393925.238354094,1126.046721106014
186,False,48895.35,2021-08-29,57400000.0,1.0396461746929606,65907251.87282636,1173.9357628077107
187,True,57428000.0,2021-08-30,48767.84,1.0396461746929606,65907251.87282636,1177.579322766807
188,False,46982.91,2021-08-31,57272000.0,1.0323367585588226,68038478.76391345,1218.9964393435826
189,True,55228000.0,2021-09-02,48810.51,1.0323367585588226,68038478.76391345,1131.477626437421
190,False,49246.63,2021-09-03,56445000.0,1.0102840429564164,68738189.40221076,1146.1697988268436
191,True,57155000.0,2021-09-04,49998.0,1.0102840429564164,68738189.40221076,1143.1457258290332
192,False,46868.57,2021-09-08,60839000.0,1.1325229461985509,77847576.77814573,1298.0767281783933
193,True,54340000.0,2021-09-15,47103.28,1.1325229461985509,77847576.77814573,1153.6351608635323
194,False,48121.4,2021-09-16,56564000.0,1.016388769672246,79123402.78350525,1175.4437734563
195,True,50699000.0,2021-09-23,43546.37,1.016388769672246,79123402.78350525,1164.2531857420033
196,False,44865.26,2021-09-24,53853000.0,1.0285417417155067,81381722.50940406,1200.3273802492172
197,True,50800000.0,2021-10-01,43820.01,1.0285417417155067,81381722.50940406,1159.2877317919372
198,False,47634.89,2021-10-03,58348000.0,1.0540919166711655,85783815.86193866,1224.900487856695
199,True,58466000.0,2021-10-05,49224.93,1.0540919166711655,85783815.86193866,1187.7315010910122
200,False,53785.22,2021-10-08,66998000.0,1.0461674040131164,89744231.94662355,1245.6581938309446
201,True,67801000.0,2021-10-12,57471.35,1.0461674040131164,89744231.94662355,1179.7356421938932
202,False,55996.91,2021-10-13,70954000.0,1.0713295851604625,96145650.78192054,1267.1056313643019
203,True,69784000.0,2021-10-16,61672.42,1.0713295851604625,96145650.78192054,1131.5268640341988
204,False,60875.57,2021-10-17,75688000.0,1.0960577125454862,105381182.06722897,1243.3230604657995
205,True,74501000.0,2021-10-26,63078.78,1.0960577125454862,105381182.06722897,1181.0786448311144
206,False,60328.81,2021-10-27,76250000.0,1.0675143822332838,112495927.47351114,1263.906912800037
207,True,73028000.0,2021-10-30,62253.7,1.0675143822332838,112495927.47351114,1173.0708375566433
208,False,61859.19,2021-10-31,74568000.0,1.0251709746615567,115327559.6134752,1205.4474040154746
209,True,72325000.0,2021-11-02,60911.12,1.0251709746615567,115327559.6134752,1187.3858172366556
210,False,61395.01,2021-11-05,74607000.0,1.0210349608412546,117753470.3138621,1215.1964793229938
211,True,74576000.0,2021-11-08,63273.58,1.0210349608412546,117753470.3138621,1178.6277937805953
212,False,66947.67,2021-11-10,81402000.0,1.0291806105245689,121189588.4690073,1215.90490005104
213,True,77867000.0,2021-11-15,65519.11,1.0291806105245689,121189588.4690073,1188.4624195902538
214,False,63606.73,2021-11-16,79323000.0,1.0468725546899167,126870054.08236933,1247.0850175759704
215,True,57980000.0,2021-12-22,48887.59,1.0468725546899167,126870054.08236933,1185.9860549476873
216,False,48588.17,2021-12-23,60023000.0,1.0395126719136938,131883028.90499859,1235.3418537886898
217,True,59759000.0,2021-12-24,50838.82,1.0395126719136938,131883028.90499859,1175.460012643881
218,False,50819.99,2021-12-25,61490000.0,1.0272739651171114,135480002.03489253,1209.9569480434766
219,True,56784000.0,2022-01-02,47722.66,1.0272739651171114,135480002.03489253,1189.8749985855775
220,False,47286.18,2022-01-03,57915000.0,1.027324761367118,139181960.76051262,1224.7764568844427
221,True,52306000.0,2022-01-13,43902.65,1.027324761367118,139181960.76051262,1191.4087190636556
222,False,42558.35,2022-01-14,53349000.0,1.0501949047619124,146168186.02546278,1253.5495384572005
223,True,43376000.0,2022-01-24,36244.55,1.0501949047619124,146168186.02546278,1196.7592369059623
224,False,36958.32,2022-01-26,44764000.0,1.0103088125621762,147675006.4577526,1211.2022407944949
225,True,45835000.0,2022-02-05,41571.7,1.0103088125621762,147675006.4577526,1102.552938657789
226,False,41382.6,2022-02-06,50613000.0,1.1073407879250667,163526558.00776705,1223.0502675037335
227,True,50788000.0,2022-02-07,42380.87,1.1073407879250667,163526558.00776705,1198.370868743374
228,False,44043.0,2022-02-09,53511000.0,1.0120591462401152,165498548.68492538,1214.971732170833
229,True,51586000.0,2022-02-16,44544.85,1.0120591462401152,165498548.68492538,1158.0687778721897
230,False,43873.56,2022-02-17,53835000.0,1.0577040820810157,175048490.5225293,1227.048819380055
231,True,45450000.0,2022-02-23,38230.33,1.0577040820810157,175048490.5225293,1188.8466565682272
232,False,37250.02,2022-02-24,46500000.0,1.048283623753684,183500465.9775694,1248.3214774112873
233,True,45483000.0,2022-02-25,38328.68,1.048283623753684,183500465.9775694,1186.6570933306339
234,False,39116.73,2022-02-27,47830000.0,1.028715815401004,188769831.4845795,1222.7504701952334
