날짜,비트코인한국,바이낸스USDT(달러),달러환율,날짜_2,LSTM예측값,바이낸스달러환산,프리미엄가,재측정달러가치,재측정달러가치_예상김프,달러환율_예상김프,LSTM예측값_예상김프
2018-10-21,7291000.0,6585.72,1138.6,2018-10-21 09:00:00,1124.6849365234375,7498500.791999999,-0.027672303805232334,1107.0923148873624,0.03242956398498373,0.02732464732593376,0.029579184246031037
2018-10-22,7302000.0,6590.12,1131.7,2018-10-22 09:00:00,1125.6728515625,7458038.8040000005,-0.020922230106433792,1108.022312188549,0.03227888459680506,0.028442594417937533,0.029419120949644578
2018-10-23,7310000.0,6581.2,1133.25,2018-10-23 09:00:00,1126.2177734375,7458144.899999999,-0.019863505199530174,1110.7396827326322,0.03183861264062321,0.028191461375530885,0.02933083198942349
2018-10-24,7297000.0,6553.51,1135.78,2018-10-24 09:00:00,1126.3966064453125,7443345.5878,-0.01966126469256879,1113.4491287874741,0.0313996246206302,0.027781547441796173,0.029301857229852707
2018-10-25,7270000.0,6566.81,1139.86,2018-10-25 09:00:00,1126.1993408203125,7485244.0466,-0.02875578207737528,1107.082434241283,0.03243116486028108,0.027120500465654784,0.029333818466348527
2018-10-26,7296000.0,6528.13,1137.38,2018-10-26 09:00:00,1125.8509521484375,7424964.499400001,-0.017369039193442903,1117.624802202162,0.030723076511773972,0.02752231333350541,0.02939026485803109
2018-10-27,7272000.0,6538.63,1137.38,2018-10-27 09:00:00,1125.5291748046875,7436906.989400001,-0.022174136322404836,1112.1595808296233,0.03160855887997496,0.02752231333350541,0.029442399647265582
2018-10-28,7276000.0,6505.6,1137.38,2018-10-28 09:00:00,1125.1234130859375,7399339.328000001,-0.016668964961948696,1118.4210526315787,0.03059406696799527,0.02752231333350541,0.029508141695602258
2018-10-29,7284000.0,6489.93,1141.1,2018-10-29 09:00:00,1124.7996826171875,7405659.123,-0.01642785888188658,1122.3541702298792,0.0299568180721215,0.02691959403172947,0.02956059293272284
2018-10-30,7259000.0,6344.5,1143.74,2018-10-30 09:00:00,1124.5809326171875,7256458.43,0.00035024937089045416,1144.1405942154622,0.02642695295040487,0.02649185775304974,0.029596035095965728
2018-10-31,7097000.0,6330.01,1139.69,2018-10-31 09:00:00,1124.356689453125,7214249.0969,-0.01625243255744835,1121.1672651386016,0.030149121998973433,0.02714804408966065,0.029632367268888238
2018-11-01,7139000.0,6369.52,1141.18,2018-11-01 09:00:00,1124.2340087890625,7268768.8336000005,-0.0178529317097198,1120.806591391502,0.030207558834731696,0.026906632326314905,0.02965224415173373
2018-11-02,7162000.0,6410.0,1125.26,2018-11-02 09:00:00,1124.3443603515625,7212916.6,-0.0070590861954510364,1117.3166926677068,0.030772996824536714,0.02948601170380777,0.029634364846169242
2018-11-03,7186000.0,6432.8,1125.26,2018-11-03 09:00:00,1124.4691162109375,7238572.528,-0.0072628308684675735,1117.087426936948,0.030810142760333503,0.02948601170380777,0.029614151737444777
2018-11-04,7179000.0,6388.0,1125.26,2018-11-04 09:00:00,1124.5550537109375,7188160.88,-0.001274440034514046,1123.8259236067627,0.02971836265069633,0.02948601170380777,0.029600228030456505
2018-11-05,7145000.0,6485.85,1118.33,2018-11-05 09:00:00,1124.41748046875,7253320.6305,-0.014933936608911957,1101.6289306721553,0.03331474869453305,0.03060881943534205,0.029622517828433476
2018-11-06,7214000.0,6468.99,1120.56,2018-11-06 09:00:00,1123.9794921875,7248891.4344,-0.004813347629186504,1115.1663551806387,0.031121397337651874,0.030247511896911827,0.029693481266890753
2018-11-07,7198000.0,6522.73,1121.93,2018-11-07 09:00:00,1123.178955078125,7318046.4689,-0.016404168709527767,1103.5256709997195,0.033007436327361056,0.030025542691687862,0.029823185344204778
2018-11-08,7237000.0,6578.46,1116.43,2018-11-08 09:00:00,1122.2890625,7344390.097800001,-0.014622057974857494,1100.10549581513,0.03356157761747053,0.030916659938937274,0.02996736691230778
2018-11-09,7312000.0,6479.84,1121.68,2018-11-09 09:00:00,1121.1923828125,7268306.9312,0.006011450701461474,1128.4229240228153,0.02897355058590409,0.030066048021108294,0.030145052400351285
2018-11-10,7282000.0,6419.99,1121.68,2018-11-10 09:00:00,1119.86669921875,7201174.3832,0.011223949386444776,1134.2696795477875,0.02802625155158525,0.030066048021108294,0.03035984140303971
2018-11-11,7243000.0,6435.16,1121.68,2018-11-11 09:00:00,1118.4945068359375,7218190.268800001,0.003437112389131247,1125.5353402246408,0.029441400717800686,0.030066048021108294,0.030582165821015778
2018-11-12,7237000.0,6450.71,1130.6,2018-11-12 09:00:00,1117.0791015625,7293172.726,-0.007702097305298361,1121.8920087866297,0.030031698078138436,0.028620817867387432,0.030811491648471773
2018-11-13,7253000.0,6451.68,1138.5,2018-11-13 09:00:00,1115.7398681640625,7345237.680000001,-0.012557480645064789,1124.203308285594,0.02965721828775919,0.027340849457701905,0.03102847600836997
2018-11-14,7249000.0,6458.98,1132.34,2018-11-14 09:00:00,1114.5225830078125,7313761.413199999,-0.008854734184125412,1122.3134302939472,0.029963418810223463,0.028338900774621256,0.031225702153379997
2018-11-15,7248000.0,5917.2,1132.7,2018-11-15 09:00:00,1113.488525390625,6702412.44,0.08140166915779945,1224.9036706550396,0.013341612885635734,0.028280573100255835,0.03139324153107553
2018-11-16,6782000.0,5757.09,1127.93,2018-11-16 09:00:00,1112.75732421875,6493594.523700001,0.04441384124730785,1178.025703958076,0.020936842820117152,0.029053414785597587,0.031511711708433116
2018-11-17,6529000.0,5650.57,1127.93,2018-11-17 09:00:00,1112.262451171875,6373447.4201,0.024406348659821386,1155.4586528438724,0.02459318617783099,0.029053414785597587,0.031591891691572976
2018-11-18,6426000.0,5630.49,1127.93,2018-11-18 09:00:00,1111.9014892578125,6350798.5857,0.011841253235353788,1141.2861047617525,0.026889441093003452,0.029053414785597587,0.03165037521652228
2018-11-19,6383000.0,5661.94,1121.24,2018-11-19 09:00:00,1111.7923583984375,6348393.605599999,0.0054512049110304606,1127.3521089944436,0.029147045447794256,0.030137337400888253,0.031668056742157974
2018-11-20,6431000.0,4913.4,1126.13,2018-11-20 09:00:00,1111.91064453125,5533127.142,0.16227222598674196,1308.86962185045,-0.0002626611674429735,0.029345053157424666,0.03164889186705622
2018-11-21,5618000.0,4559.91,1130.25,2018-11-21 09:00:00,1112.4244384765625,5153838.2775,0.09006136737475456,1232.0418604753165,0.012185073965092275,0.028677525328576037,0.03156564629501979
2018-11-22,5177000.0,4661.08,1128.42,2018-11-22 09:00:00,1113.015869140625,5259655.8936,-0.015715076284852914,1110.6867936186463,0.031847181804562225,0.02897402433993354,0.031469821919511004
2018-11-23,5274000.0,4370.9,1130.0,2018-11-23 09:00:00,1113.5665283203125,4939117.0,0.06780220027182993,1206.6164863071679,0.01630452659036627,0.02871803065799644,0.03138060339362453
2018-11-24,4965000.0,4415.63,1130.0,2018-11-24 09:00:00,1114.14892578125,4989661.9,-0.004942599417407489,1124.4148626583296,0.029622941969527222,0.02871803065799644,0.03128624258958895
2018-11-25,5013000.0,3933.68,1130.0,2018-11-25 09:00:00,1114.6962890625,4445058.399999999,0.12776920996133612,1274.3792072563097,0.005325521252488169,0.02871803065799644,0.031197558069510217
2018-11-26,4492000.0,4088.69,1133.5,2018-11-26 09:00:00,1115.322509765625,4634530.115,-0.030753951633347043,1098.640395823601,0.03379895504863353,0.028150956046110454,0.031096096966030357
2018-11-27,4616000.0,3864.45,1129.79,2018-11-27 09:00:00,1116.0010986328125,4366016.9655,0.05725654216998022,1194.477868778222,0.0182712413972404,0.02875205513470963,0.030986151103604503
2018-11-28,4365000.0,3875.63,1130.51,2018-11-28 09:00:00,1116.8372802734375,4381438.4713,-0.003751843465948035,1126.2685034433111,0.02932261264703595,0.028635399785978788,0.03085067185236917
2018-11-29,4380000.0,4262.06,1123.48,2018-11-29 09:00:00,1117.4979248046875,4788339.1688,-0.08527782899354086,1027.6720646823367,0.04529733757381327,0.029774409649281214,0.030743633354896827
2018-11-30,4795000.0,4295.72,1117.55,2018-11-30 09:00:00,1117.987548828125,4800681.886,-0.0011835581142274343,1116.2273146294451,0.030949499289749383,0.03073519606313377,0.030664303825450878
2018-12-01,4841000.0,4041.27,1117.55,2018-12-01 09:00:00,1118.20849609375,4516321.2885,0.07189008282620102,1197.890762062421,0.017718279930227454,0.03073519606313377,0.030628505658336136
2018-12-02,4565000.0,4190.98,1117.55,2018-12-02 09:00:00,1118.073974609375,4683629.698999999,-0.025328582023751323,1089.2440431593566,0.035321364488696494,0.03073519606313377,0.030650301006491076
2018-12-03,4720000.0,4160.55,1120.56,2018-12-03 09:00:00,1117.649658203125,4662145.908,0.012409326765326245,1134.4653952001538,0.02799454144369795,0.030247511896911827,0.030719049309745672
2018-12-04,4699000.0,3884.76,1109.54,2018-12-04 09:00:00,1116.88525390625,4310296.6104,0.0901801951777812,1209.598533757555,0.01582137133306516,0.032032986817764286,0.030842899101166915
2018-12-05,4393000.0,3950.98,1111.51,2018-12-05 09:00:00,1115.886474609375,4391553.7798,0.0003293185675312671,1111.8760408809967,0.03165449839606685,0.03171380482193131,0.03100472263891982
2018-12-06,4456000.0,3768.44,1114.16,2018-12-06 09:00:00,1114.8223876953125,4198645.110400001,0.06129474695599635,1182.452155268493,0.02021966334614947,0.031284448330074766,0.031177127402864074
2018-12-07,4262000.0,3508.75,1118.7,2018-12-07 09:00:00,1113.5692138671875,3925238.625,0.08579386049427762,1214.6775917349485,0.014998455666986071,0.030548871547799783,0.031380168277781145
2018-12-08,3962000.0,3403.57,1118.7,2018-12-08 09:00:00,1112.34814453125,3807573.7590000005,0.04055764924710403,1164.0718422127354,0.023197665886845686,0.030548871547799783,0.03157800754057047
2018-12-09,3868000.0,3411.36,1118.7,2018-12-09 09:00:00,1110.9910888671875,3816288.4320000005,0.013550225283391226,1133.8586370245298,0.028092849202826703,0.030548871547799783,0.03179787948742929
2018-12-10,3877000.0,3548.49,1124.89,2018-12-10 09:00:00,1109.68359375,3991660.9161,-0.028725114309566147,1092.5774061643124,0.034781288622322076,0.02954595959134998,0.03200972156917842
2018-12-11,4013000.0,3434.01,1128.54,2018-12-11 09:00:00,1108.53955078125,3875417.6454000003,0.03550129745714137,1168.6046342322823,0.02246325695106155,0.02895458178181176,0.032195080918459795
2018-12-12,3893000.0,3379.23,1129.53,2018-12-12 09:00:00,1107.8880615234375,3816941.6618999997,0.019926513118919464,1152.0375943632127,0.02514747058073366,0.028794180677306852,0.03230063606646605
2018-12-13,3822000.0,3446.38,1124.82,2018-12-13 09:00:00,1107.5133056640625,3876557.1516,-0.014073609511337182,1108.9897225494578,0.032122143495391664,0.029557301083587728,0.032361354504610945
2018-12-14,3889000.0,3302.06,1125.55,2018-12-14 09:00:00,1107.79150390625,3716633.633,0.04637701318460841,1177.749647189936,0.020981569901446173,0.029439025521680068,0.03231628045883497
2018-12-15,3721000.0,3225.19,1125.55,2018-12-15 09:00:00,1108.40966796875,3630112.6045,0.025037073336880322,1153.7304778943255,0.02487318736034108,0.029439025521680068,0.03221612470288526
2018-12-16,3641000.0,3211.71,1125.55,2018-12-16 09:00:00,1109.2213134765625,3614940.1905,0.007208918578648804,1133.6639983061982,0.028124384824442655,0.029439025521680068,0.03208462082821903
2018-12-17,3620000.0,3229.22,1132.73,2018-12-17 09:00:00,1110.3353271484375,3657834.3706,-0.010343379925590757,1121.0137432568856,0.03017399581654201,0.028275712460725383,0.0319041268651864
2018-12-18,3636000.0,3509.03,1129.2,2018-12-18 09:00:00,1111.671630859375,3962396.6760000004,-0.08237354881124481,1036.1837886823423,0.04391825683558928,0.028847647712141822,0.03168761717711735
2018-12-19,3921000.0,3653.0,1127.53,2018-12-19 09:00:00,1113.13525390625,4118867.09,-0.04803920244972015,1073.3643580618668,0.037894211992562404,0.029118223312670277,0.031450479042473334
2018-12-20,4092000.0,3660.01,1129.71,2018-12-20 09:00:00,1114.5703125,4134749.8971,-0.010339173629337006,1118.0297321592018,0.030657469226565592,0.02876501684012414,0.031217968958163506
2018-12-21,4127000.0,4051.86,1122.76,2018-12-21 09:00:00,1115.850830078125,4549266.3336000005,-0.09282075452061866,1018.5445696544303,0.0467761863453679,0.029891064998012057,0.031010497812841098
2018-12-22,4552000.0,3840.25,1122.76,2018-12-22 09:00:00,1117.3515625,4311679.09,0.05573719773286756,1185.3394961265542,0.019751852575730144,0.029891064998012057,0.030767347168361242
2018-12-23,4333000.0,3948.91,1122.76,2018-12-23 09:00:00,1118.556640625,4433678.1916,-0.022707600157075736,1097.2648148476414,0.03402182849093641,0.029891064998012057,0.030572098822639338
2018-12-24,4465000.0,3929.71,1129.0,2018-12-24 09:00:00,1119.4991455078125,4436642.59,0.006391637240267256,1136.2161584442617,0.027710880475938865,0.028880051975678167,0.030419392939604606
2018-12-25,4436000.0,4010.11,1125.17,2018-12-25 09:00:00,1120.15185546875,4512055.4687,-0.01685605800451584,1106.204069215059,0.03257347871923541,0.029500593622399124,0.03031364001166953
2018-12-26,4537000.0,3745.56,1123.36,2018-12-26 09:00:00,1120.4881591796875,4207612.281599999,0.07828376199024367,1211.30084686936,0.015545560319583679,0.02979385220740305,0.030259151641282178
2018-12-27,4243000.0,3777.74,1124.66,2018-12-27 09:00:00,1120.66845703125,4248673.0684,-0.0013352565162507712,1123.1582904064335,0.02982653346154171,0.029583224494416777,0.030229939545796836
2018-12-28,4292000.0,3567.89,1120.08,2018-12-28 09:00:00,1120.598876953125,3996322.2312,0.07398746940163914,1202.951884727388,0.016898270167100687,0.030325282129399056,0.030241213001739042
2018-12-29,4127000.0,3839.0,1120.08,2018-12-29 09:00:00,1120.2598876953125,4299987.12,-0.04022968329263277,1075.0195363375879,0.037626037827331954,0.030325282129399056,0.030296136487969777
2018-12-30,4338000.0,3696.71,1120.08,2018-12-30 09:00:00,1119.8861083984375,4140610.9368,0.047671482834982015,1173.4758744938067,0.02167401218514517,0.030325282129399056,0.030356696702171615
2018-12-31,4190000.0,3803.12,1117.05,2018-12-31 09:00:00,1119.3570556640625,4248275.1959999995,-0.013717377832506927,1101.7270030921982,0.03329885887180947,0.03081620672197463,0.030442414523318168
2019-01-01,4294000.0,3701.23,1114.3,2019-01-01 09:00:00,1118.671630859375,4124280.5889999997,0.041151276528726966,1160.1548674359603,0.023832299301504822,0.03126176534559935,0.030553467953345348
2019-01-02,4200000.0,3796.45,1113.7,2019-01-02 09:00:00,1117.7667236328125,4228106.365,-0.006647506607842968,1106.2966718908456,0.03255847511168361,0.03135897813620836,0.03070008221457271
2019-01-03,4288000.0,3857.57,1120.12,2019-01-03 09:00:00,1116.7147216796875,4320941.3083999995,-0.007623641713429663,1111.580606443953,0.03170236507284521,0.030318801276691787,0.030870528957221754
2019-01-04,4348000.0,3767.2,1125.89,2019-01-04 09:00:00,1115.5546875,4241452.808,0.025120447361582476,1154.172860479932,0.02480151195090169,0.02938393827366828,0.03105847922357055
2019-01-05,4285000.0,3790.09,1125.89,2019-01-05 09:00:00,1114.240478515625,4267224.4301,0.004165604643293408,1130.5800126118377,0.028624056250354496,0.02938393827366828,0.03127140909492815
2019-01-06,4304000.0,3771.12,1125.89,2019-01-06 09:00:00,1112.8538818359375,4245866.296800001,0.013691835572828381,1141.3055007530918,0.02688629852892893,0.02938393827366828,0.03149606731606419
2019-01-07,4294000.0,3987.62,1116.1,2019-01-07 09:00:00,1111.612060546875,4450582.681999999,-0.035182512760246976,1076.8327975082882,0.037332250863154004,0.030970126973772272,0.031697268837643316
2019-01-08,4519000.0,3976.76,1117.66,2019-01-08 09:00:00,1110.534912109375,4444665.5816,0.016724412002497857,1136.3522063187115,0.027688837820052714,0.03071737371818878,0.03187178984682584
2019-01-09,4498000.0,3955.45,1122.83,2019-01-09 09:00:00,1109.6553955078125,4441297.9235,0.012767005834032341,1137.1651771606266,0.027557119213008824,0.029879723505774336,0.03201429028553396
2019-01-10,4481000.0,3966.06,1118.18,2019-01-10 09:00:00,1108.9395751953125,4434768.9708,0.010424675897301672,1129.8366640948448,0.028744494556574435,0.03063312263299428,0.032130268435788534
2019-01-11,4460000.0,3585.88,1117.79,2019-01-11 09:00:00,1108.333251953125,4008260.8052,0.11270204628749436,1243.7672203196985,0.01028531571281327,0.030696310946890154,0.0322285057264288
2019-01-12,4086000.0,3601.31,1117.79,2019-01-12 09:00:00,1107.880615234375,4025508.3049,0.015027094845728506,1134.587136347607,0.027974816782571493,0.030696310946890154,0.03230184252403179
2019-01-13,4101000.0,3584.1,1117.79,2019-01-13 09:00:00,1107.8302001953125,4006271.139,0.023645144752645342,1144.2203063530594,0.02641403788483615,0.030696310946890154,0.03231001083509169
2019-01-14,4098000.0,3477.56,1118.53,2019-01-14 09:00:00,1107.9083251953125,3889755.1868,0.05353674028295785,1178.412450108697,0.02087418169918523,0.030576415171805704,0.032297352919647804
2019-01-15,3966000.0,3626.08,1122.15,2019-01-15 09:00:00,1108.099609375,4069005.6720000003,-0.025314703468911848,1093.7431055023608,0.03459242047955077,0.029989898001797882,0.03226636080480316
2019-01-16,4098000.0,3553.06,1122.5,2019-01-16 09:00:00,1108.558349609375,3988309.85,0.02750291580279307,1153.372022988635,0.02493126469649054,0.029933190540609306,0.03219203510755611
2019-01-17,4034000.0,3591.84,1120.78,2019-01-17 09:00:00,1108.9267578125,4025662.4352,0.0020711038081824285,1123.1012517261347,0.029835774943682558,0.030211867207021847,0.03213234512504104
2019-01-18,4052000.0,3613.32,1122.7,2019-01-18 09:00:00,1109.37109375,4056674.3640000005,-0.0011522650280935132,1121.4063520529596,0.03011038482206868,0.029900786277072933,0.032060353230953964
2019-01-19,4075000.0,3594.87,1122.7,2019-01-19 09:00:00,1109.7271728515625,4035960.549,0.009672902033116548,1133.55976711258,0.028141272499776215,0.029900786277072933,0.03200266082571987
2019-01-20,4048000.0,3665.75,1122.7,2019-01-20 09:00:00,1110.11181640625,4115537.5250000004,-0.01641037764562736,1104.2760690172545,0.03288585585177431,0.029900786277072933,0.03194034037015164
2019-01-21,4115000.0,3539.26,1126.36,2019-01-21 09:00:00,1110.465576171875,3986480.8936,0.03223873632665031,1162.6724230488858,0.023424401623761637,0.029307788254357897,0.031883023746782285
2019-01-22,3985000.0,3526.88,1133.8,2019-01-22 09:00:00,1110.7841796875,3998776.5439999998,-0.0034451897595205727,1129.8938438506555,0.028735230217193264,0.028102349650805963,0.031831403185362706
2019-01-23,3973000.0,3570.41,1131.77,2019-01-23 09:00:00,1111.22119140625,4040882.9256999996,-0.016799033020299725,1112.7573583986152,0.03151170617056631,0.02843125292569984,0.031760597970848486
2019-01-24,4013000.0,3552.97,1126.46,2019-01-24 09:00:00,1111.6944580078125,4002278.5862,0.0026788274651765587,1129.4775919864226,0.028802671892723758,0.029291586122589697,0.031683918692448576
2019-01-25,3997000.0,3569.07,1128.75,2019-01-25 09:00:00,1112.265380859375,4028587.7625,-0.007840902162796093,1119.899581683744,0.030354513742732764,0.0289205573050986,0.03159141701974383
2019-01-26,3982000.0,3566.69,1128.75,2019-01-26 09:00:00,1112.889892578125,4025901.3375,-0.010904722649577314,1116.4412943092896,0.0309148300200639,0.0289205573050986,0.03149023280816429
2019-01-27,3957000.0,3565.62,1128.75,2019-01-27 09:00:00,1113.628662109375,4024693.5749999997,-0.016819559983519916,1109.7649216686018,0.03199654471264224,0.0289205573050986,0.03137053639524806
2019-01-28,3963000.0,3550.05,1118.51,2019-01-28 09:00:00,1114.4095458984375,3970766.4255000004,-0.0019559008684381096,1116.3223053196434,0.030934108772955965,0.03057965559815934,0.03124401657478787
2019-01-29,3950000.0,3434.0,1118.87,2019-01-29 09:00:00,1115.205078125,3842199.5799999996,0.028056954813367785,1150.2620850320327,0.02543514094212762,0.030521327923793917,0.031115123395181937
2019-01-30,3828000.0,3410.04,1118.01,2019-01-30 09:00:00,1115.8348388671875,3812458.8204,0.004076419007292831,1122.5674772143436,0.02992225779342786,0.030660666257000174,0.031013088729908517
2019-01-31,3796000.0,3457.5,1111.04,2019-01-31 09:00:00,1116.349365234375,3841420.8,-0.01182395846869988,1097.9031091829356,0.03391841120166325,0.031789954841241724,0.030929724489914795
2019-02-01,3810000.0,3434.1,1112.4,2019-02-01 09:00:00,1116.71337890625,3820092.8400000003,-0.002642040500774878,1109.460994146938,0.03204578745018197,0.031569605849194576,0.03087074651514346
2019-02-02,3775000.0,3462.2,1112.4,2019-02-02 09:00:00,1116.7232666015625,3851351.2800000003,-0.019824543244468806,1090.3471780948532,0.035142633112866584,0.031569605849194576,0.030869144497720102
2019-02-03,3816000.0,3504.06,1112.4,2019-02-03 09:00:00,1116.52490234375,3897916.344,-0.02101541869314172,1089.022448245749,0.03535726758859073,0.031569605849194576,0.030901283736151836
2019-02-04,3853000.0,3458.11,1119.0,2019-02-04 09:00:00,1116.13671875,3869625.0900000003,-0.004296305097608366,1114.1924345957761,0.031279193234128644,0.030500265152495293,0.030964177753513622
2019-02-05,3821000.0,3463.22,1119.86,2019-02-05 09:00:00,1115.5985107421875,3878321.5491999993,-0.01477998883610443,1103.3084817019999,0.03304262562356397,0.030360926819289036,0.031051378924126266
2019-02-06,3822000.0,3471.57,1117.57,2019-02-06 09:00:00,1114.697509765625,3879722.4849,-0.01487799323911898,1100.9428010957577,0.03342591631260139,0.030731955636780134,0.03119736028958142
2019-02-07,3835000.0,3407.0,1121.8,2019-02-07 09:00:00,1113.7869873046875,3821972.5999999996,0.003408554001669284,1125.6237158790725,0.02942708197781868,0.030046605462986486,0.031344884338481316
2019-02-08,3791000.0,3398.4,1124.81,2019-02-08 09:00:00,1112.98583984375,3822554.304,-0.008254769321911493,1115.5249529190207,0.031063296859561523,0.029558921296764545,0.03147468730575975
2019-02-09,3783000.0,3660.27,1124.81,2019-02-09 09:00:00,1112.5111083984375,4117108.2986999997,-0.08115120479232873,1033.5303133375407,0.04434817640738997,0.029558921296764545,0.03155160392007422
2019-02-10,4007000.0,3665.18,1124.81,2019-02-10 09:00:00,1112.215576171875,4122631.1158,-0.028047892850961875,1093.2614496423096,0.034670458996665376,0.029558921296764545,0.03159948644083929
2019-02-11,3997000.0,3679.75,1124.05,2019-02-11 09:00:00,1112.119873046875,4136222.9875,-0.03365944919332031,1086.2150961342481,0.03581211847689264,0.029682057498202657,0.03161499238725807
2019-02-12,4023000.0,3631.05,1125.99,2019-02-12 09:00:00,1112.2574462890625,4088525.9895,-0.01602680028652903,1107.943983145371,0.032291575571593484,0.029367736141900108,0.031592702589281096
2019-02-13,3986000.0,3631.51,1121.29,2019-02-13 09:00:00,1112.7037353515625,4071975.8479,-0.021114036799687708,1097.6150416768783,0.033965084278575974,0.030129236335004167,0.031520394247307904
2019-02-14,3980000.0,3608.34,1125.59,2019-02-14 09:00:00,1113.292236328125,4061511.4206,-0.02006923338601818,1103.0002715930316,0.03309256223154183,0.029432544668972827,0.03142504454362827
2019-02-15,3983000.0,3590.57,1126.4,2019-02-15 09:00:00,1113.8602294921875,4044418.0480000004,-0.015185880210966896,1109.294624530367,0.03207274287468101,0.0293013074016506,0.03133301754275267
2019-02-16,3983000.0,3602.49,1126.4,2019-02-16 09:00:00,1114.46484375,4057844.736,-0.018444455337583432,1105.624165507746,0.03266743548202275,0.0293013074016506,0.03123505714401273
2019-02-17,3983000.0,3617.22,1126.4,2019-02-17 09:00:00,1115.4005126953125,4074436.608,-0.022441534081170333,1101.1218560109699,0.033396905599301335,0.0293013074016506,0.031083458828579352
2019-02-18,4002000.0,3667.62,1126.44,2019-02-18 09:00:00,1116.357177734375,4131353.8728,-0.031310286357128514,1091.1708410358763,0.03500918215783644,0.02929482654894333,0.03092845869837041
2019-02-19,4040000.0,3897.35,1126.1,2019-02-19 09:00:00,1117.3306884765625,4388805.835,-0.07947625119761081,1036.6017935263706,0.043850531139962484,0.029349913796955146,0.0307707292051439
2019-02-20,4236000.0,3907.35,1122.92,2019-02-20 09:00:00,1118.068603515625,4387641.462,-0.03456104226229961,1084.1107144228185,0.036153073174683775,0.029865141587182953,0.030651171238177843
2019-02-21,4259000.0,3969.74,1123.22,2019-02-21 09:00:00,1118.76513671875,4458891.3628,-0.044829834713550065,1072.8662330530462,0.03797491886286175,0.029816535191878463,0.030538318010798454
2019-02-22,4315000.0,3937.31,1125.63,2019-02-22 09:00:00,1119.309326171875,4431954.2553,-0.026388867881508293,1095.925898646538,0.03423876145810459,0.02942606381626553,0.03045014771853466
2019-02-23,4327000.0,3962.0,1125.63,2019-02-23 09:00:00,1119.771240234375,4459746.0600000005,-0.029765385341245287,1092.1251892983341,0.034854557394825764,0.02942606381626553,0.030375307793472694
2019-02-24,4344000.0,4118.0,1125.63,2019-02-24 09:00:00,1120.1737060546875,4635344.340000001,-0.06285279336982341,1054.8810101991257,0.040888908368453186,0.02942606381626553,0.030310099750943814
2019-02-25,4479000.0,3743.56,1123.31,2019-02-25 09:00:00,1120.4764404296875,4205178.383599999,0.06511533909426825,1196.4547115579821,0.017950950725214104,0.029801953273287107,0.03026105032859877
2019-02-26,4178000.0,3828.44,1116.06,2019-02-26 09:00:00,1120.6949462890625,4272768.7464,-0.022179704080602658,1091.3061194638026,0.03498726416868991,0.03097660782647954,0.030225647721341647
2019-02-27,4255000.0,3809.31,1115.61,2019-02-27 09:00:00,1120.68212890625,4249704.3291,0.0012461269043444467,1117.0001916357555,0.030824276738781076,0.031049517419436318,0.030227724410594153
2019-02-28,4229000.0,3818.04,1118.5,2019-02-28 09:00:00,1120.5440673828125,4270477.74,-0.009712669758583092,1107.636378875025,0.03234141402079946,0.03058127581133613,0.030250093320542654
2019-03-01,4259000.0,3814.26,1125.6,2019-03-01 09:00:00,1120.3896484375,4293331.056,-0.007996368216707128,1116.5992879352746,0.03088923168459648,0.02943092445579601,0.030275112481537192
2019-03-02,4240000.0,3822.17,1125.6,2019-03-02 09:00:00,1120.0504150390625,4302234.552,-0.0144656343692533,1109.3174819539686,0.03206903948479026,0.02943092445579601,0.03033007552375369
2019-03-03,4248000.0,3819.97,1125.6,2019-03-03 09:00:00,1119.659423828125,4299758.232,-0.012037474947963478,1112.0506181985725,0.03162621314903588,0.02943092445579601,0.030393424434951744
2019-03-04,4253000.0,3807.32,1127.66,2019-03-04 09:00:00,1119.2818603515625,4293362.4712000005,-0.00940113290474609,1117.058718468634,0.030814794144198382,0.029097160541371653,0.030454597766932906
2019-03-05,4239000.0,3716.1,1126.46,2019-03-05 09:00:00,1118.9326171875,4186038.006,0.012652057607715816,1140.7120368127876,0.026982452338533608,0.029291586122589697,0.030511182604565645
2019-03-06,4155000.0,3857.58,1125.81,2019-03-06 09:00:00,1118.495361328125,4342902.1398,-0.04326649179542719,1077.10015087179,0.0372889339189128,0.029396899979082847,0.03058202737506563
2019-03-07,4248000.0,3861.84,1128.38,2019-03-07 09:00:00,1118.0948486328125,4357623.019200001,-0.025156609169034172,1099.9937853458455,0.033579677094902866,0.02898050519264081,0.03064691896970842
2019-03-08,4260000.0,3873.63,1134.87,2019-03-08 09:00:00,1118.159423828125,4396066.4781,-0.030951869990557657,1099.7436513038158,0.033620204141989574,0.027928986840886544,0.030636456411474333
2019-03-09,4289000.0,3864.88,1134.87,2019-03-09 09:00:00,1118.5928955078125,4386136.3656,-0.02214622563079216,1109.736912918383,0.032001082727259295,0.027928986840886544,0.030566224758753646
2019-03-10,4310000.0,3943.43,1134.87,2019-03-10 09:00:00,1119.0625,4475280.404099999,-0.036931854359020355,1092.9571464435785,0.034719762601898546,0.027928986840886544,0.030490138820140178
2019-03-11,4350000.0,3915.99,1134.1,2019-03-11 09:00:00,1119.755859375,4441124.259,-0.020518286290984733,1110.8302115173942,0.03182394504762795,0.028053743255501445,0.0303777998205757
2019-03-12,4336000.0,3871.61,1131.77,2019-03-12 09:00:00,1120.667236328125,4381772.0497,-0.010446013434937562,1119.9475153747408,0.030346747462956097,0.02843125292569984,0.03023013732572566
