날짜,비트코인한국,바이낸스USDT(달러),달러환율,날짜_2,LSTM예측값,바이낸스달러환산,프리미엄가,재측정달러가치,재측정달러가치_예상김프,달러환율_예상김프,LSTM예측값_예상김프
2017-10-20,6405000.0,5683.31,1129.01,2017-10-20 09:00:00,1122.1065673828125,6416513.823100001,-0.0017944047838797106,1126.9840990549521,0.029206670903110632,0.02887843176250135,0.029996935011664977
2017-10-21,6536000.0,6013.72,1129.01,2017-10-21 09:00:00,1120.8394775390625,6789550.017200001,-0.03734415632224242,1086.8480740706252,0.0357095625575774,0.02887843176250135,0.030202230577770467
2017-10-22,6928000.0,6003.27,1129.01,2017-10-22 09:00:00,1119.570556640625,6777751.8627,0.022167842721841247,1154.0377161113859,0.024823408219570797,0.02887843176250135,0.030407822813769164
2017-10-23,6858000.0,5975.0,1132.19,2017-10-23 09:00:00,1118.3780517578125,6764835.25,0.013771917061838224,1147.7824267782428,0.025836898439806993,0.028363203972273487,0.030601034026224327
2017-10-24,7017000.0,5909.47,1130.85,2017-10-24 09:00:00,1117.304931640625,6682724.149499999,0.050020896122879854,1187.4161303805588,0.01941539355755334,0.028580312537967,0.030774902361641793
2017-10-25,7034000.0,5506.92,1130.93,2017-10-25 09:00:00,1116.3140869140625,6227941.0356,0.12942623570011746,1277.3020127403338,0.004851964456639268,0.028567350832552463,0.030935440329857428
2017-10-26,6479000.0,5670.1,1127.81,2017-10-26 09:00:00,1115.4454345703125,6394795.481,0.013167664118451716,1142.6606232694307,0.026666739793211547,0.02907285734371942,0.031076180527199126
2017-10-27,6643000.0,5861.77,1128.76,2017-10-27 09:00:00,1114.640625,6616531.5052000005,0.004000358009207394,1133.2754441064728,0.02818733888787292,0.02891893709192178,0.031206576834264005
2017-10-28,6765000.0,5768.79,1128.76,2017-10-28 09:00:00,1113.920654296875,6511579.4004,0.03891845342228839,1172.6895934849424,0.021801406470269458,0.02891893709192178,0.03132322743627655
2017-10-29,6708000.0,5709.98,1128.76,2017-10-29 09:00:00,1113.3927001953125,6445197.0248,0.04077501031989872,1174.785200648689,0.021461873436256024,0.02891893709192178,0.03140876725548716
2017-10-30,6715000.0,6133.01,1125.98,2017-10-30 09:00:00,1112.979736328125,6905646.5998,-0.027607349586282304,1094.8946765128378,0.03440584142702921,0.029369356355076925,0.03147567620540381
2017-10-31,6961000.0,6120.52,1124.78,2017-10-31 09:00:00,1112.6368408203125,6884238.4856,0.011150327601312071,1137.3216654794035,0.02753176476939881,0.029563781936294997,0.03153123258740673
2017-11-01,6965000.0,6463.0,1118.42,2017-11-01 09:00:00,1112.1343994140625,7228348.460000001,-0.036432728922423996,1077.6729073185827,0.03719613516469275,0.030594237516750666,0.03161263880610521
2017-11-02,7422000.0,6753.98,1111.51,2017-11-02 09:00:00,1111.980224609375,7507116.309799999,-0.011338083264926357,1098.9076070702015,0.033755661130359965,0.03171380482193131,0.03163761841111401
2017-11-03,7790000.0,7010.31,1112.35,2017-11-03 09:00:00,1111.46240234375,7797918.3285,-0.0010154413224693348,1111.2204738449511,0.031760714231075654,0.03157770691507869,0.0317215166569155
2017-11-04,8219000.0,7115.02,1112.35,2017-11-04 09:00:00,1110.8775634765625,7914392.4969999995,0.03848779336069863,1155.161896944773,0.024641266959632896,0.03157770691507869,0.031816273020808694
2017-11-05,8136000.0,7357.27,1112.35,2017-11-05 09:00:00,1110.00634765625,8183859.2845,-0.005848009213775707,1105.8449669510567,0.032631660941231544,0.03157770691507869,0.031957428556000866
2017-11-06,8345000.0,7345.1,1115.9,2017-11-06 09:00:00,1108.9522705078125,8196397.090000001,0.018130272163277894,1136.1315707070019,0.027724585492589437,0.03100253123730859,0.03212821152452891
2017-11-07,8454000.0,6981.72,1112.83,2017-11-07 09:00:00,1107.727294921875,7769467.4676,0.08810546350243653,1210.8764029494164,0.015614329282774925,0.03149993668259146,0.03232668368309041
2017-11-08,8060000.0,7070.0,1113.93,2017-11-08 09:00:00,1106.8275146484375,7875485.100000001,0.02342902026441518,1140.02828854314,0.027093234134144495,0.03132171323314156,0.03247246726861677
2017-11-09,8244000.0,7303.01,1114.23,2017-11-09 09:00:00,1105.625732421875,8137232.832300001,0.013120820050299686,1128.8496113246456,0.028904418147023492,0.031273106837837045,0.03266718160853088
2017-11-10,8338000.0,7079.0,1119.12,2017-11-10 09:00:00,1104.532470703125,7922250.4799999995,0.0524787143564287,1177.8499788105664,0.02096531404006649,0.030480822594373486,0.03284431331277374
2017-11-11,8150000.0,6503.0,1119.12,2017-11-11 09:00:00,1103.281494140625,7277637.359999999,0.11986893504679941,1253.267722589574,0.008746031816409927,0.030480822594373486,0.033046998183818926
2017-11-12,7541000.0,6245.05,1119.12,2017-11-12 09:00:00,1102.368896484375,6988960.356,0.07898737664552291,1207.5163529515376,0.016158729010907674,0.030480822594373486,0.03319485845859779
2017-11-13,7231000.0,5839.94,1119.6,2017-11-13 09:00:00,1101.654052734375,6538396.823999999,0.10592859299357826,1238.1976527156103,0.011187704394945014,0.030403052361886285,0.03331067838490934
2017-11-14,7132000.0,6465.99,1119.89,2017-11-14 09:00:00,1101.199951171875,7241197.5411,-0.015080038968721787,1103.0020151593183,0.03309227973663459,0.030356066179758556,0.033384252518426916
2017-11-15,7471000.0,6575.99,1115.52,2017-11-15 09:00:00,1100.8836669921875,7335648.3648,0.018451216370932277,1136.1027008861024,0.027729263019012795,0.031064099338027645,0.03343549729798176
