state,enter_price,enter_time,exit_price,ror,fiat_money,bin btc price (usdt),up btc price (krw),exchage rate(usd),kimch premium,pred premium(official)
False,11392.09,2020-08-12,13994000.0,1.0217798241114588,9003692.530381748,11392.09,13994000.0,1186.12,0.035642425894020224,0.0196253943096987
True,13619000.0,2020-08-13,11564.34,1.0217798241114588,9003692.530381748,11564.34,13619000.0,1183.74,-0.005126083043096696,0.0200110050457812
False,11531.23,2020-08-22,13951000.0,1.023295342907962,9213436.635314848,11531.23,13951000.0,1185.36,0.020656101778524505,0.0197485305111368
True,13781000.0,2020-08-23,11663.51,1.023295342907962,9213436.635314848,11663.51,13781000.0,1185.36,-0.0032156774056331106,0.0197485305111368
False,11318.42,2020-08-26,13876000.0,1.0335977499727285,9522987.375777733,11318.42,13876000.0,1187.48,0.03240995083942555,0.0194050453176516
True,13473000.0,2020-08-27,11461.42,1.0335977499727285,9522987.375777733,11461.42,13473000.0,1184.79,-0.007833629715579327,0.0198408826622154
False,11330.38,2020-08-28,13561000.0,1.014374625315678,9659876.751190469,11330.38,13561000.0,1187.56,0.007840205089963526,0.0193920836122371
True,13401000.0,2020-08-29,11526.9,1.014374625315678,9659876.751190469,11526.9,13401000.0,1187.56,-0.021030592071221488,0.0193920836122371
False,11465.84,2020-08-30,13546000.0,1.012454783255599,9780188.422402347,11465.84,13546000.0,1187.56,-0.005168259613360093,0.0193920836122371
True,13470000.0,2020-08-31,11711.17,1.012454783255599,9780188.422402347,11711.17,13470000.0,1180.51,-0.025688922869649078,0.0205343339018931
False,11649.51,2020-09-01,13671000.0,1.0165488422648747,9942039.217925437,11649.51,13671000.0,1188.07,-0.012241910456701088,0.0193094527402194
True,13733000.0,2020-09-02,11921.97,1.0165488422648747,9942039.217925437,11921.97,13733000.0,1185.58,-0.028402181586968056,0.0197128858212469
False,11388.54,2020-09-03,13972000.0,1.0611927992732593,10550420.428154819,11388.54,13972000.0,1189.63,0.03128480243310805,0.0190566994846359
True,12301000.0,2020-09-05,10446.25,1.0611927992732593,10550420.428154819,10446.25,12301000.0,1191.73,-0.011897197333776033,0.0187164547175043
False,10166.69,2020-09-06,12630000.0,1.0515302835883682,11094086.58479415,10166.69,12630000.0,1191.73,0.0424275891390804,0.0187164547175043
True,12383000.0,2020-09-07,10255.89,1.0515302835883682,11094086.58479415,10255.89,12383000.0,1187.33,0.016906627100295113,0.0194293485153039
False,10417.22,2020-09-22,12828000.0,1.0166055921858757,11278310.462296035,10417.22,12828000.0,1164.84,0.05716028538871232,0.0230732079499656
True,12290000.0,2020-09-23,10529.61,1.0166055921858757,11278310.462296035,10529.61,12290000.0,1163.65,0.0030376226003443474,0.0232660133180068
False,10241.46,2020-09-24,12346000.0,1.0295845597277913,11611974.311796406,10241.46,12346000.0,1170.78,0.029648768927093894,0.0221108013229362
True,11943000.0,2020-09-25,10736.33,1.0295845597277913,11611974.311796406,10736.33,11943000.0,1169.6,-0.04891305403862234,0.0223019864778006
False,10686.57,2020-09-26,12495000.0,1.0478900170829732,12168071.959955383,10686.57,12495000.0,1169.6,-0.0003210071254179381,0.0223019864778006
True,12456000.0,2020-09-27,10728.59,1.0478900170829732,12168071.959955383,10728.59,12456000.0,1169.6,-0.007344413232159397,0.0223019864778006
False,10619.13,2020-10-02,12562000.0,1.015816539689522,12360528.753054978,10619.13,12562000.0,1162.93,0.01722324873083836,0.0233826686667376
True,12440000.0,2020-10-03,10570.4,1.015816539689522,12360528.753054978,10570.4,12440000.0,1162.93,0.011988050140531392,0.0233826686667376
False,17149.47,2020-11-27,20840000.0,1.0288766661796889,12717459.615661394,17149.47,20840000.0,1106.07,0.09866274654874418,0.0325952007901198
True,19226000.0,2020-11-28,17139.53,1.0288766661796889,12717459.615661394,17139.53,19226000.0,1106.07,0.014162192821064234,0.0325952007901198
False,22719.88,2020-12-22,25890000.0,1.0114338962179497,12862869.729062833,22719.88,25890000.0,1104.31,0.03189382196594304,0.0328803583092396
True,25387000.0,2020-12-23,23810.79,1.0114338962179497,12862869.729062833,23810.79,25387000.0,1109.94,-0.039409968441892596,0.0319681782906915
False,23232.39,2020-12-24,26776000.0,1.0758834676125892,13838948.887553127,23232.39,26776000.0,1106.87,0.04125042836585613,0.0324655837359744
True,26380000.0,2020-12-25,23728.99,1.0758834676125892,13838948.887553127,23728.99,26380000.0,1102.66,0.008216771256795097,0.0331476934834144
