state,enter_price,enter_time,exit_price,ror,fiat_money,bin btc price (usdt),up btc price (krw),exchage rate(usd),kimch premium,LSTM_pred_exchange_rate,pred premium(Lstm-liner-pre)
True,35339000.0,2021-07-22,32144.51,1.0409758924958359,79292887.10161932,32144.51,35339000.0,1149.48,-0.04358577526957741,1138.0562744140625,0.0274127424618245
False,32287.58,2021-07-23,38012000.0,1.0687275092797512,84742489.73571412,32287.58,38012000.0,1150.86,0.022969604300253188,1139.454345703125,0.0271862251093576
True,37922000.0,2021-07-24,33634.1,1.0687275092797512,84742489.73571412,33634.1,37922000.0,1150.86,-0.020309431540216694,1140.73681640625,0.0269784375161492
False,34261.51,2021-07-25,39113000.0,1.0104818066308912,85630744.12654416,34261.51,39113000.0,1150.86,-0.008044630444399847,1141.861328125,0.0267962426457288
True,40076000.0,2021-07-26,35381.02,1.0104818066308912,85630744.12654416,35381.02,40076000.0,1152.12,-0.016857878839372842,1142.9552001953125,0.0266190120515215
False,40018.49,2021-07-30,46350000.0,1.0203836944500173,87376215.05034725,40018.49,46350000.0,1143.3,0.013045233354395558,1146.7705078125,0.0260008508840237
True,45936000.0,2021-07-31,42206.36,1.0203836944500173,87376215.05034725,42206.36,45936000.0,1143.3,-0.04804795158733155,1147.4581298828125,0.0258894414501247
False,41461.84,2021-08-01,48570000.0,1.0740270080919387,93844414.82892229,41461.84,48570000.0,1143.3,0.024611742106864565,1147.90478515625,0.0258170737741728
True,44950000.0,2021-08-05,39723.17,1.0740270080919387,93844414.82892229,39723.17,44950000.0,1144.94,-0.011667518020055834,1148.3740234375,0.025741047169538
False,43794.36,2021-08-09,50956000.0,1.0260677560810945,96290728.14425568,43794.36,50956000.0,1145.93,0.015357674284436351,1146.9522705078125,0.0259714014526238
True,50790000.0,2021-08-10,46248.87,1.0260677560810945,96290728.14425568,46248.87,50790000.0,1147.07,-0.04261379550459343,1146.1424560546875,0.0261026086573968
False,45585.0,2021-08-11,52862000.0,1.0536914679062923,101460718.6840865,45585.0,52862000.0,1152.9,0.005842523310341408,1145.1209716796875,0.0262681109018256
True,52335000.0,2021-08-12,45510.67,1.0536914679062923,101460718.6840865,45510.67,52335000.0,1154.16,-0.003647578671555851,1144.1683349609375,0.0264224583582695
False,44400.06,2021-08-13,52585000.0,1.0277306901125596,104274294.43251249,44400.06,52585000.0,1163.16,0.018213527270794838,1143.113525390625,0.0265933599947548
True,52078000.0,2021-08-14,47799.99,1.0277306901125596,104274294.43251249,47799.99,52078000.0,1163.16,-0.06332908982575824,1142.1580810546875,0.0267481623450349
False,47068.5,2021-08-15,55145000.0,1.073099976346306,111896742.8890569,47068.5,55145000.0,1163.16,0.007247791994205777,1141.4442138671875,0.0268638240474034
True,54817000.0,2021-08-16,46973.82,1.073099976346306,111896742.8890569,46973.82,54817000.0,1162.37,0.003956722554873782,1141.048828125,0.0269278849663451
False,45901.3,2021-08-17,54638000.0,1.017911863158468,113901022.03556398,45901.3,54638000.0,1165.45,0.021353689245969365,1141.013671875,0.0269335810282949
True,53863000.0,2021-08-18,44695.95,1.017911863158468,113901022.03556398,44695.95,53863000.0,1177.44,0.023489945177089355,1141.3070068359375,0.0268860545114017
False,46868.57,2021-09-08,60839000.0,1.0749237995370367,122434919.37762018,46868.57,60839000.0,1162.16,0.11695182090107492,1154.6705322265625,0.0247208785187396
True,55576000.0,2021-09-10,46395.14,1.0749237995370367,122434919.37762018,46395.14,55576000.0,1169.81,0.02399884487340831,1149.86767578125,0.0254990436486453
False,44842.2,2021-09-11,55879000.0,1.038188934946281,127110578.54888527,44842.2,55879000.0,1169.81,0.06523734761475164,1148.0418701171875,0.0257948630881674
True,54800000.0,2021-09-13,46025.23,1.038188934946281,127110578.54888527,46025.23,54800000.0,1170.38,0.01732027330521202,1145.3284912109375,0.0262344883139278
False,44940.72,2021-09-14,55078000.0,1.0273038164852384,130581182.45891652,44940.72,55078000.0,1173.44,0.04442497257750455,1144.6552734375,0.0263435639446669
True,54340000.0,2021-09-15,47103.28,1.0273038164852384,130581182.45891652,47103.28,54340000.0,1172.41,-0.016013885190733435,1144.427734375,0.0263804301233972
False,48121.4,2021-09-16,56564000.0,1.0169110401730117,132789446.08131862,48121.4,56564000.0,1166.39,0.007762218002812071,1144.6934814453125,0.0263373734328951
True,57178000.0,2021-09-17,47737.81,1.0169110401730117,132789446.08131862,47737.81,57178000.0,1175.36,0.01905016125565262,1145.277587890625,0.0262427357369592
False,47241.75,2021-09-20,58597000.0,1.03353807949224,137242949.0797244,47241.75,58597000.0,1181.56,0.04976871235137037,1148.732421875,0.0256829789824392
True,50699000.0,2021-09-23,43546.37,1.03353807949224,137242949.0797244,43546.37,50699000.0,1181.99,-0.015005891977086794,1154.300537109375,0.0247808256151621
False,44865.26,2021-09-24,53853000.0,1.0290526216600844,141230216.55485186,44865.26,53853000.0,1174.83,0.02170303809846308,1156.366455078125,0.0244461028636429
True,50309000.0,2021-09-30,41524.29,1.0290526216600844,141230216.55485186,41524.29,50309000.0,1187.93,0.019888322622080512,1163.81787109375,0.0232388146221967
False,53785.22,2021-10-08,66998000.0,1.0261580586557795,144924524.8434621,53785.22,66998000.0,1191.33,0.04560297636334565,1164.9365234375,0.0230575690954346
True,65501000.0,2021-10-09,53955.67,1.0261580586557795,144924524.8434621,53955.67,65501000.0,1191.33,0.01901074223820376,1165.22509765625,0.0230108139202638
False,55996.91,2021-10-13,70954000.0,1.0416464760508666,150960120.59653857,55996.91,70954000.0,1197.92,0.05775480112553577,1167.76123046875,0.0225999063401667
True,69188000.0,2021-10-14,57370.83,1.0416464760508666,150960120.59653857,57370.83,69188000.0,1186.87,0.016100093317755526,1168.73583984375,0.0224419988450043
False,60875.57,2021-10-17,75688000.0,1.0288533424411046,155315824.65106094,60875.57,75688000.0,1182.23,0.05167612094583918,1172.0068359375,0.0219120277477632
