state,enter_price,enter_time,exit_price,ror,fiat_money,bin btc price (usdt),up btc price (krw),exchage rate(usd),unofficial exchange rate,kimch premium,pred premium(un_official)
True,26523000.0,2022-07-07,20564.51,1.0389774885108363,1677243902.0529346,20564.51,26523000.0,1305.14,1289.7462667479072,-0.011794698846172125,0.0028357300247663
False,21592.15,2022-07-10,28241000.0,1.0128519251265795,1698799715.101131,21592.15,28241000.0,1297.97,1307.929039025757,0.007672780592584472,-0.0001102666987974
True,25723000.0,2022-07-14,20234.87,1.0128519251265795,1698799715.101131,20234.87,25723000.0,1305.1,1271.2214113557438,-0.025958615159187848,0.0058371515052677
False,20588.84,2022-07-15,26604000.0,1.0152211278703485,1724657362.790797,20588.84,26604000.0,1317.57,1292.156333236841,-0.019288285831613572,0.0024452478765286
True,27140000.0,2022-07-16,20830.04,1.0152211278703485,1724657362.790797,20830.04,27140000.0,1317.57,1302.9259665367902,-0.01111442539159957,0.000700337698322
False,20799.58,2022-07-18,27856000.0,1.0266227460808321,1770572477.836814,20799.58,27856000.0,1319.15,1339.2578119365871,0.015243006433375283,-0.0051861957671612
True,27505000.0,2022-07-19,22432.58,1.0266227460808321,1770572477.836814,22432.58,27505000.0,1319.2,1226.118440232911,-0.07055909624551915,0.0131447943179493
False,23398.48,2022-07-20,29322000.0,1.0207980698639612,1807396967.9300709,23398.48,29322000.0,1304.38,1253.1583248142615,-0.03926898234083531,0.0087637565881175
True,28401000.0,2022-07-28,22954.31,1.0207980698639612,1807396967.9300709,22954.31,28401000.0,1306.37,1237.2839784772445,-0.05288396206492452,0.0113357390989768
False,23845.25,2022-07-29,30200000.0,1.022355357615474,1847801973.501271,23845.25,30200000.0,1296.07,1266.499617324205,-0.022815420984819368,0.0066021827960793
True,30318000.0,2022-08-06,23313.56,1.022355357615474,1847801973.501271,23313.56,30318000.0,1302.81,1300.4448912993125,-0.0018153903490819578,0.0011023247775656
False,22954.21,2022-08-07,30767000.0,1.029430061676406,1902182899.547198,22954.21,30767000.0,1302.81,1340.3641423512288,0.02882549439383264,-0.0053654448787328
True,30997000.0,2022-08-11,23954.05,1.029430061676406,1902182899.547198,23954.05,30997000.0,1297.54,1294.0191742106242,-0.00271346223575053,0.0021434279273248
False,23933.09,2022-08-12,31583000.0,1.0185442174554804,1937457392.8764977,23933.09,31583000.0,1307.05,1319.6373723576855,0.009630367895402392,-0.0020072662930931
True,31770000.0,2022-08-13,24401.7,1.0185442174554804,1937457392.8764977,24401.7,31770000.0,1307.05,1301.9584701065908,-0.003895436206272973,0.0008570927447953
False,24443.06,2022-08-14,32368000.0,1.0158487640787015,1968163698.0087333,24443.06,32368000.0,1307.05,1324.220453576598,0.013136799339426908,-0.0027498231512237
True,27098000.0,2022-08-30,20287.2,1.0158487640787015,1968163698.0087333,20287.2,27098000.0,1345.98,1335.7190740959816,-0.007623386606055327,-0.0046128447992962
False,19813.03,2022-08-31,27792000.0,1.0488704887631308,2064348819.896271,19813.03,27792000.0,1350.55,1402.7132649574548,0.038623719934437695,-0.0154673318796922
True,26887000.0,2022-09-10,21361.62,1.0488704887631308,2064348819.896271,21361.62,26887000.0,1384.88,1258.6592215384414,-0.09114203285595768,0.0078724940524348
False,21647.21,2022-09-11,29344000.0,1.0756666388257554,2220551156.4617367,21647.21,29344000.0,1384.88,1355.5557506025027,-0.021174577867755673,-0.0078268092653086
True,29727000.0,2022-09-12,21826.87,1.0756666388257554,2220551156.4617367,21826.87,29727000.0,1380.06,1361.945162086914,-0.013126123438898185,-0.0088620301332236
False,20173.62,2022-09-14,30684000.0,1.1154167847669598,2476840031.3511047,20173.62,30684000.0,1392.37,1520.996231712504,0.09237934723708796,-0.0346316940126474
True,26523000.0,2022-09-23,19401.63,1.1154167847669598,2476840031.3511047,19401.63,26523000.0,1407.07,1367.0500880596114,-0.028442019189086953,-0.0096891369659876
False,19288.57,2022-09-24,27571000.0,1.0443316532036213,2586642444.6618085,19288.57,27571000.0,1407.07,1429.3957509550994,0.015866837438861747,-0.0197904634200544
True,27051000.0,2022-09-27,19226.68,1.0443316532036213,2586642444.6618085,19226.68,27051000.0,1430.61,1406.95117409766,-0.016537579006395742,-0.0161539635028036
False,19078.1,2022-09-28,27604000.0,1.0271371957889561,2656836667.11862,19078.1,27604000.0,1426.67,1446.8946069053,0.01417609321377733,-0.0226256511190283
True,28280000.0,2022-10-05,20337.82,1.0271371957889561,2656836667.11862,20337.82,28280000.0,1416.34,1390.512847492996,-0.018235135989242757,-0.0134906041658336
False,20158.26,2022-10-06,28952000.0,1.0316228815529174,2740853498.3483596,20158.26,28952000.0,1417.05,1436.2350718762434,0.01353874025351498,-0.0208985792077462
True,27803000.0,2022-10-26,20079.02,1.0316228815529174,2740853498.3483596,20079.02,27803000.0,1427.26,1384.6791327465185,-0.029833994684557497,-0.01254541801563
False,20295.11,2022-10-28,29116000.0,1.0348130813130936,2836271054.053638,20295.11,29116000.0,1421.67,1434.6312978840715,0.009116952516457166,-0.0206387336322709
True,28590000.0,2022-10-29,20591.84,1.0348130813130936,2836271054.053638,20591.84,28590000.0,1421.67,1388.4140513912307,-0.023392171607172774,-0.0131505544558803
False,20627.48,2022-10-31,29091000.0,1.0145286536094555,2877478253.7405086,20627.48,29091000.0,1422.05,1410.3031490031744,-0.008260504902658394,-0.0166970548938311
True,28685000.0,2022-11-05,21148.52,1.0145286536094555,2877478253.7405086,21148.52,28685000.0,1424.06,1356.3596885266675,-0.04754035045807925,-0.0079570643471161
False,21299.37,2022-11-06,29388000.0,1.016013099904494,2923555600.4906645,21299.37,29388000.0,1424.06,1379.759119635933,-0.03110885802850083,-0.0117482710084417
True,22924000.0,2022-11-11,17602.45,1.016013099904494,2923555600.4906645,17602.45,22924000.0,1350.14,1302.3187113157544,-0.03541950366943114,0.0007987259894033
False,17069.98,2022-11-12,24779000.0,1.1132845346828484,3254749236.3116846,17069.98,24779000.0,1350.14,1451.6127142503976,0.07515717944094491,-0.0233900850880448
True,22544000.0,2022-12-09,17224.1,1.1132845346828484,3254749236.3116846,17224.1,22544000.0,1316.82,1308.8637432434787,-0.006042023022524878,-0.0002617087077953
False,17128.56,2022-12-10,22918000.0,1.0210211891101466,3323167935.514298,17128.56,22918000.0,1316.82,1337.999224686722,0.01608361407536485,-0.0049822778025207
True,22824000.0,2022-12-14,17775.82,1.0210211891101466,3323167935.514298,17775.82,22824000.0,1289.57,1283.9913995528757,-0.004325938450122302,0.0037681411907885
False,17804.01,2022-12-15,23182000.0,1.0128480920283152,3365864302.975332,17804.01,23182000.0,1295.91,1302.0662199133792,0.004750499582053536,0.0008396349791195
True,21654000.0,2022-12-21,16896.15,1.0128480920283152,3365864302.975332,16896.15,21654000.0,1284.06,1281.5937358510666,-0.0019206767198833852,0.0041566138231132
False,16824.68,2022-12-22,22017000.0,1.0198461615326369,3432663789.6291165,16824.68,22017000.0,1280.37,1308.6132990345136,0.022058701027448002,-0.000221131407053
True,21061000.0,2022-12-30,16633.47,1.0198461615326369,3432663789.6291165,16633.47,21061000.0,1261.24,1266.181981270294,0.003918351202224946,0.0066536466080772
False,16831.85,2023-01-06,21589000.0,1.0117622028194138,3473039477.333592,16831.85,21589000.0,1274.58,1282.6278751295906,0.0063141388767993245,0.0039890612145404
