state,enter_price,enter_time,exit_price,ror,fiat_money,비공식환율,seed_fiat,seed_krw,바이낸스USDT,비트코인KRW,달러환율,김치프리미엄,선형회귀예상김프,LSTM달러_예측값_예상김프
True,53072000.0,2022-04-08,43444.2,1.01761769035264,586019621.479282,1221.6130116333136,479382.8106012665,586170125.4908047,43444.2,53072000.0,1222.76,0.0009380322930799823,-0.0136889332298408,-0.0142653414721272
False,42252.02,2022-04-09,53813000.0,1.0411539207158182,610136626.5195543,1273.6195807916404,610136626.5195543,610136626.5195543,42252.02,53813000.0,1222.76,-0.041594082887598915,-0.0136889332298408,-0.0142653414721272
True,52934000.0,2022-04-10,42753.96,1.0411539207158182,610136626.5195543,1238.1075343664072,492463.6368734767,602164836.6234124,42753.96,52934000.0,1222.76,-0.012551550890123497,-0.0136889332298408,-0.0138962445689807
False,42158.85,2022-04-11,53295000.0,1.0196489664253312,622125180.6089019,1264.1473854244127,622125180.6089019,622125180.6089019,42158.85,53295000.0,1228.95,-0.02864020946695356,-0.012686021273391,-0.0138962445689807
True,50577000.0,2022-04-14,41147.78,1.0196489664253312,622125180.6089019,1229.1550115218854,505799.85114241723,618775305.8935875,41147.78,50577000.0,1223.36,-0.00473696338108609,-0.0135917204392318,-0.0128503447494441
False,39942.37,2022-04-15,51645000.0,1.0505188879879344,653554252.9225564,1292.987872276983,653554252.9225564,653554252.9225564,39942.37,51645000.0,1230.26,-0.05098749229998778,-0.012473773347228,-0.0128503447494441
True,50275000.0,2022-04-16,40551.9,1.0505188879879344,653554252.9225564,1239.7692833134822,526805.2038906028,648107370.138453,40551.9,50275000.0,1230.26,-0.007729490769009972,-0.012473773347228,-0.0122657863918512
False,40378.7,2022-04-17,50807000.0,1.0135589995710172,662415794.7575698,1258.2624007211725,662415794.7575698,662415794.7575698,40378.7,50807000.0,1230.26,-0.022761368102004687,-0.012473773347228,-0.0122657863918512
True,49962000.0,2022-04-19,40801.13,1.0135589995710172,662415794.7575698,1224.5249089914912,540596.1220039867,667879478.9298254,40801.13,49962000.0,1235.45,0.008843005389541303,-0.0116328827084599,-0.0115522161866952
False,41358.19,2022-04-21,51459000.0,1.014732393614532,672174764.9824214,1244.2275641172882,672174764.9824214,672174764.9824214,41358.19,51459000.0,1233.98,-0.008304481529107788,-0.011871054045452,-0.0115522161866952
